Country,Code,Year,Liver cancer ,Kidney cancer ,Larynx cancer ,Breast cancer ,Thyroid cancer ,Stomach cancer ,Bladder cancer ,Uterine cancer ,Ovarian cancer ,Cervical cancer ,Prostate cancer ,Pancreatic cancer ,Esophageal cancer ,Testicular cancer ,Nasopharynx cancer ,Other pharynx cancer ,Colon and rectum cancer ,Non-melanoma skin cancer ,Lip and oral cavity cancer ,Brain and nervous system cancer ,"Tracheal, bronchus, and lung cancer ",Gallbladder and biliary tract cancer ,Malignant skin melanoma ,Leukemia ,Hodgkin lymphoma ,Multiple myeloma ,Other cancers 
Ireland,IRL,2005,165.3139798,190.1169636,60.77062218,674.225366,18.12531931,447.6093873,176.8051151,61.7563028,258.3245614,99.16692318,558.8257902,468.3256176,340.6442331,6.003682155,23.62443789,42.92940019,1000.940477,60.06783535,82.6347956,231.9091878,1745.905645,112.7873203,114.4693374,360.499404,20.80208945,156.3756449,301.3524522
Ireland,IRL,2006,166.502689,195.00261,61.13643646,670.3858238,17.87218059,447.2690236,180.1062901,64.52588491,259.6953476,102.0120539,555.6924237,483.2500175,343.6499219,6.238484702,24.25921352,44.09402694,1006.048257,61.95627104,81.97411831,235.1683556,1757.16655,116.6323899,119.2352175,360.7057719,20.85147601,158.5439404,301.5368034
Ireland,IRL,2007,180.7610178,199.7088569,61.10998129,659.6185766,18.49364505,442.6897023,182.1609658,65.6731563,256.3335634,103.1626995,556.1434547,495.1309135,348.2733851,6.264450174,24.40266118,44.23276324,1002.821982,65.3583663,82.04577998,237.0471915,1773.104998,112.4196124,122.7947917,354.4773693,20.8869968,159.742408,314.1906071
Ireland,IRL,2008,193.5788922,208.5687931,60.0287834,686.1944337,19.46758906,446.9723586,187.5271184,70.06674007,260.9232081,106.3199677,559.9934743,510.5416841,355.0163979,6.225751992,24.53645021,45.53794311,1023.493482,67.14114275,83.36718413,242.6694656,1809.372041,112.774865,129.8262756,355.9180597,20.90376119,162.2862351,321.9030844
Ireland,IRL,2009,206.6783991,215.2976011,61.11625491,691.3174532,20.05515088,454.9514142,193.3907171,72.68513805,264.6802904,109.7473177,573.4345947,521.3457201,361.2197137,6.286689733,25.39208673,46.929849,1043.240959,68.89492162,85.51801633,245.2675646,1845.999606,110.893068,133.7589828,356.4838311,21.66713872,164.3969704,329.897944
Ireland,IRL,2010,213.041976,214.6968502,60.26344778,679.2219571,20.66024548,442.641273,196.3163587,72.78839967,270.2736462,108.2106953,573.3320478,525.5356792,358.3740441,5.963084574,25.79607597,46.51609084,1031.797443,71.24039635,86.85141389,245.2841269,1823.749405,106.1036626,136.9893861,348.989124,21.24112228,165.5341343,330.7965726
Ireland,IRL,2011,223.6997221,218.168187,60.66608199,693.2187135,21.69513615,440.2909062,204.5337323,75.74173725,276.4849558,107.8816259,587.5413232,534.6156205,365.2886879,5.825016723,25.84799028,47.99427934,1051.351985,71.11102091,90.21625199,252.1883856,1839.181746,103.1091965,140.8942178,348.3814755,21.46027152,169.2173997,338.1389393
Ireland,IRL,2012,228.5255006,218.6741923,60.87131288,699.6017677,21.92710123,433.4249124,207.9805133,76.88810133,280.0146995,106.462893,591.601088,540.8424114,368.6762372,5.980656751,25.9295477,49.27672111,1051.934547,70.85077055,91.41369393,256.4132964,1831.176832,102.5913819,142.5846909,352.5838875,21.23778237,172.6170041,343.2311027
Ireland,IRL,2013,236.6970909,227.1765383,59.77394785,699.0168158,22.46269682,428.0864121,211.8555147,77.67517339,282.3227204,103.0048152,602.1016789,549.3345254,371.43174,5.568548851,25.39581989,49.65254915,1060.90032,71.14663289,93.79356727,258.1657951,1833.914871,101.7459705,147.0565172,354.74704,20.98633073,175.7281347,349.2381404
Ireland,IRL,2014,233.8187352,229.6479684,60.11598959,697.4401439,22.12889789,432.5131168,216.0568268,76.25814337,286.0566295,101.3742031,630.2493137,561.1197763,375.2841941,5.303443393,26.13506381,50.71795444,1073.779594,73.07285001,94.68033867,262.6656144,1841.546973,104.4927097,147.4406784,362.3178393,20.48606575,180.4465695,354.5844052
Ireland,IRL,2015,236.3170118,234.7700552,61.32124526,707.8850098,22.39057134,441.2060266,221.6935159,76.7974607,291.2109318,101.2753309,656.9465645,575.9643844,383.3132402,5.151864445,26.87913188,51.9805937,1101.877482,75.18967675,96.80765026,268.8320254,1877.732719,107.3675322,150.4103921,370.7736948,20.40749744,186.2484241,362.1180374
Ireland,IRL,2016,239.852508,240.1639853,62.52637307,718.0724946,22.68442549,449.6526671,227.2486122,77.45506606,296.4014346,101.3295391,682.7188669,590.8896577,391.7841023,5.086037456,27.58405316,53.2697557,1129.647723,77.27054126,99.1908914,274.8547416,1913.013486,110.0607064,153.4526098,378.9086028,20.37366319,191.9929276,369.5654442
Israel,ISR,1990,145.6300214,129.8638716,46.78970858,741.9898524,33.32942471,548.8338069,204.3268331,53.28493309,203.5783695,90.67496844,341.249512,436.5825462,84.81559936,4.372610757,41.79800429,18.45032556,915.1508849,44.06388812,35.73754156,165.4183695,1081.530385,149.8895575,122.1876726,415.4062857,32.74418519,116.0960959,193.9980212
Israel,ISR,1991,152.3250083,138.9742697,50.56728355,792.3059295,34.11625649,576.0490136,213.3314199,55.73708168,213.4955101,94.61870627,363.458911,456.7014716,90.41211594,4.917781905,43.47997082,18.6593461,984.8315091,46.42939629,37.44289995,175.5591414,1136.985788,154.8373975,128.8920273,430.1982425,33.58866127,125.7265835,210.3198187
Israel,ISR,1992,159.5964948,147.8776903,54.00104489,841.9488943,37.98558686,602.1991039,223.1400553,56.86747738,225.2861815,99.50841545,393.8838235,479.9625941,92.86649775,4.917806768,44.48347394,19.27882582,1057.753824,48.59451559,40.84459227,185.828774,1206.379557,157.31686,137.9271482,446.3515439,33.87159713,133.5598358,236.7961213
Israel,ISR,1993,165.9896664,158.7560886,57.69492868,886.2119186,39.73570185,626.2256111,238.5397326,60.3793246,229.1100404,105.2553506,421.496977,505.5037556,100.2754466,4.8198913,43.37765531,19.53786904,1131.0039,51.83373174,42.73291536,198.9799314,1275.278364,160.3112329,143.2403834,455.8544659,35.86191279,143.6106971,282.2328271
Israel,ISR,1994,173.0453879,171.1821681,62.14356569,934.6969207,42.98032157,649.8948473,256.3262466,63.24881982,242.1360736,110.2129656,455.4350142,532.4415487,106.1454535,4.825470867,43.64209302,19.40816221,1220.050312,54.35077766,46.66935045,213.6130071,1334.406619,161.1334319,146.3230553,470.7796588,37.72628993,151.6979384,329.3329008
Israel,ISR,1995,177.9540438,187.1431529,65.64074965,992.6624177,47.10006466,653.8332403,277.6528819,62.28187019,253.2501399,108.5629955,480.2141977,553.739502,111.5199154,4.614471118,42.71221011,20.27501453,1290.22207,57.86851603,48.75990286,228.6724296,1399.423328,160.7507136,148.5068599,494.9437376,37.5581152,159.2978809,384.3173443
Israel,ISR,1996,189.7901286,191.275653,68.72581802,1018.923786,49.49561887,655.8920747,288.7538088,75.00435099,257.6507371,113.5719765,496.7070421,565.039377,112.4243693,5.016428998,44.78359301,20.10191414,1337.341863,63.4033658,50.45540661,239.8404439,1413.135191,155.7554955,158.0879619,519.1160764,38.02455023,169.8049917,409.4478803
Israel,ISR,1997,202.4561232,193.7725477,70.89059505,1027.722718,46.61060623,653.7035501,293.5869087,81.47521663,257.0707322,113.7251523,507.9778176,574.8619038,109.7006085,5.427718903,45.69921353,20.24359923,1379.469954,66.02224335,53.58648221,251.6668522,1444.276492,151.6796432,162.4460279,527.9648499,38.12331736,173.9986427,443.0700587
Israel,ISR,1998,208.2813106,195.653309,69.98434624,1038.89421,50.08543184,665.7144302,297.1052793,81.69238704,260.691903,115.6901797,515.5468249,599.0752329,107.8262683,5.470076475,47.38547157,21.49407237,1393.015785,66.96604082,57.19402183,264.4299457,1480.39059,150.2070024,162.378981,556.4353366,37.57929045,176.2202968,444.9648726
Israel,ISR,1999,224.7605711,195.3450525,68.17773631,1058.937356,49.06578478,660.3526411,295.1510689,84.44357965,257.3048493,116.0607239,506.3425742,624.7589056,109.6980347,5.365731051,47.42504474,21.21696632,1412.597057,64.82265646,57.21966952,281.2983576,1518.595071,149.4365692,168.7674592,565.3222147,39.31715357,181.5009779,442.242534
Israel,ISR,2000,235.5384812,198.4202558,66.42547842,1069.451005,49.75813907,655.53232,300.3586108,86.45529914,270.394178,118.1877865,496.821978,647.547826,110.31845,4.760900592,48.05056505,20.60629226,1433.965019,62.91081997,59.11319984,296.402932,1562.65934,142.747197,176.49468,577.1961671,40.3474989,188.4030085,436.6905768
Israel,ISR,2001,244.2343077,200.8159955,66.24635464,1070.936005,50.58040105,650.6506928,307.0047474,89.86712804,272.7667431,119.6239885,496.476543,676.2132471,111.6945224,4.344843312,47.42372616,21.15320422,1443.870792,59.50047431,58.17817929,314.0843181,1593.557521,138.1289584,179.5724541,583.8651794,40.12215198,190.7765321,417.9534723
Israel,ISR,2002,247.9560827,202.0340418,63.94712839,1073.21588,53.23041795,650.9448842,314.5656787,92.51006768,273.5022351,121.4715331,486.8634004,697.5227383,111.5986595,4.740243967,47.41755893,20.95909333,1440.144018,61.08539519,57.12202328,328.2459537,1628.719049,134.6352268,181.0721381,588.4272292,40.42472952,194.8838124,418.3069171
Israel,ISR,2003,253.4213017,206.157487,64.01620772,1073.705761,54.90779485,651.9223035,318.9139269,98.19406489,276.1969607,122.8038631,495.8469291,715.3021682,116.2682315,4.799440467,48.50287296,21.44455147,1448.189978,65.38904287,58.41803515,335.5219072,1664.863339,137.1259746,187.2818729,599.7787696,40.82217076,198.4509938,424.500603
Israel,ISR,2004,258.2543154,209.0417913,66.55075073,1073.154453,56.16133727,643.9226401,323.4098966,101.0492325,280.6840251,121.4753924,498.4330609,732.4249174,118.5328469,4.789290596,45.53900238,20.69630334,1445.080195,66.40557685,60.21187101,344.0354553,1705.19325,134.2916168,192.0303691,605.6026438,38.01444413,201.4425343,425.8856341
Israel,ISR,2005,266.8377817,219.5789367,66.65593615,1087.468628,58.014387,652.211243,332.8643983,105.5700145,285.5564268,122.410565,499.9473298,757.7797518,123.2062891,4.846743818,45.13386324,21.1534938,1470.236837,70.12939993,61.72004055,352.9245277,1753.197833,134.4562541,201.8482177,616.5850785,38.75307122,206.6409565,430.3769186
Israel,ISR,2006,274.0106566,226.1817724,67.69504336,1090.721325,59.81983249,653.6875632,328.290494,109.9382007,286.6902653,125.7388995,504.4292907,785.9525642,123.6775174,4.71350041,44.27495614,22.38693998,1475.519253,74.99565912,64.90451772,365.2621911,1802.017473,134.1781058,208.120585,622.6769782,37.39270506,211.0837462,434.1001715
Israel,ISR,2007,281.6016076,231.9225737,69.6550262,1094.20867,59.06316884,653.7882991,331.7491621,113.9499378,291.0449842,129.4737287,505.4918121,799.4650269,125.1161469,5.140092209,43.79416596,22.47155523,1483.819899,79.8430804,66.30234582,377.769368,1825.749647,133.4034676,211.0508497,629.1408118,36.6596784,213.8089681,450.1842421
Israel,ISR,2008,286.195501,237.9327034,70.90884829,1099.847998,59.5678606,651.9280567,342.7949708,114.1883997,296.5721491,132.1831273,509.5472127,828.7839805,128.6579222,5.204895844,41.95471343,22.8846595,1485.41706,87.16377351,69.09867299,390.0303623,1851.809114,131.9117342,216.9511007,632.725899,35.67663868,218.722664,466.0344076
Israel,ISR,2009,294.8997786,245.2079859,73.83911353,1099.753116,60.13543516,651.8834623,359.141798,119.6114103,300.6153094,132.6512098,512.5456552,857.4186015,130.2241532,5.193145278,38.88255412,23.02218964,1497.88658,94.04035076,73.69334944,402.7456884,1877.267598,128.2149906,219.4871951,634.5585136,35.62072562,225.080342,480.4594634
Israel,ISR,2010,304.5993006,251.6001263,73.91979817,1099.283674,62.66434744,643.9059926,372.42569,125.0295274,308.8219925,132.5006387,515.2008776,883.949444,131.8389955,5.403668491,35.24050262,22.29287345,1510.741608,100.035252,78.03123377,416.8663371,1921.476934,123.1578304,225.3088284,637.2654024,35.25254942,236.8261933,499.3821075
Israel,ISR,2011,313.4584926,258.1799605,73.75128593,1105.56839,64.76687228,639.5535208,381.3389038,127.9946092,306.7211316,133.2678771,521.9936151,901.9466763,134.3928551,5.778587407,32.85118241,22.03340929,1505.70102,102.3386082,81.00389068,423.7819298,1950.327568,118.8180492,226.7750926,633.3814424,34.73117367,244.6754385,511.8139324
Israel,ISR,2012,322.7464275,264.6423329,73.02858922,1085.663815,64.17383961,628.3252106,387.3776339,129.4785197,308.9602014,131.1732698,524.3554246,920.2285477,138.1043371,6.261573031,31.945948,21.41495907,1508.605023,107.4985429,83.07353807,427.8499797,1958.783992,114.276232,231.3836913,630.2087345,35.37553365,249.2290932,522.6155038
Israel,ISR,2013,330.0076825,269.9716471,75.85532404,1099.369288,65.96523533,630.8387485,396.6797999,133.4368313,310.0632322,134.9071971,528.1513242,942.9480072,140.4531714,6.433986327,30.49788403,22.71185407,1530.100648,117.3972869,86.51509766,430.8518201,2010.142902,115.5680867,234.7528924,631.030553,34.58994685,251.1264824,538.3947406
Israel,ISR,2014,344.2541907,279.8867019,78.14214396,1119.822137,66.23921178,638.7723604,407.6058721,137.1751178,316.9762735,139.1334558,546.0008913,967.3181383,141.6247487,7.335278262,31.23831518,23.06896467,1542.79636,120.283682,86.59472845,439.1847969,2063.805633,119.1798543,238.1596094,644.5307356,36.05751822,258.1095319,555.5150131
Israel,ISR,2015,353.2647313,283.7365873,79.44519,1147.331507,67.27383819,658.1548937,415.9168221,137.3348205,324.2002639,139.5226816,565.5103381,989.1697638,146.0219088,7.076899218,33.50087614,23.9284518,1598.171056,120.814808,88.9890519,440.9857608,2101.188994,124.5176521,245.1683924,663.9043637,36.05573568,264.5479353,566.1799394
Israel,ISR,2016,364.0303243,289.912393,81.35375434,1173.059619,68.44495921,675.312566,426.9969088,139.1196663,331.4820885,141.177521,585.861306,1014.882911,150.046586,6.998925095,35.01999916,24.72584495,1645.70147,123.2793018,91.33244369,445.6971607,2150.787112,128.9054595,251.7627037,681.8466275,36.45785278,271.8646307,580.3747715
Italy,ITA,1990,7899.553908,2653.347744,2375.697178,10463.78608,483.6056463,17798.00763,5476.06712,670.5653779,3161.335333,1816.448377,5212.782095,7478.24927,2388.964761,101.5774916,447.8877135,878.9420602,15311.57577,642.9825144,1813.300176,3230.104052,32652.66277,3555.894522,1198.727965,5731.119945,661.3327805,2319.584899,3942.27464
Italy,ITA,1991,8165.053327,2774.833356,2312.287426,10633.99395,490.1705278,17577.65632,5608.192608,686.0563641,3225.757674,1791.603123,5401.898758,7667.788024,2366.716895,98.14544451,453.6921194,874.5975828,15619.70558,638.5898677,1802.476949,3245.535357,33087.1679,3647.720352,1225.921508,5822.246706,631.6820275,2399.114929,3981.355573
Italy,ITA,1992,8484.537196,2877.555334,2250.714969,10764.48087,495.7868205,17166.81672,5698.8273,706.3032191,3287.264691,1800.035569,5602.895365,7859.543167,2333.62109,95.21649585,458.2662002,873.3598774,15885.37571,640.8241387,1802.08628,3250.829679,33426.17897,3702.990818,1260.398606,5889.298834,605.7588017,2476.218787,4067.256714
Italy,ITA,1993,8783.593433,2977.941926,2215.14299,10975.30877,503.7499364,16891.11754,5841.048073,739.1636507,3350.965578,1796.127332,5872.53739,8046.819215,2314.441789,90.55173029,461.8732326,878.1582529,16240.21698,658.2585564,1803.289221,3239.771194,33991.35776,3751.724963,1292.600408,5974.003131,578.0455632,2563.83319,4176.640931
Italy,ITA,1994,9034.558504,3080.316577,2171.645435,11142.17235,508.186783,16463.40228,5945.250495,780.5213378,3410.902174,1760.489051,6142.366321,8268.33353,2343.498061,88.63224145,463.8918079,881.6560643,16551.41015,667.9885784,1815.617567,3244.912794,34438.57293,3794.91893,1333.426965,6075.790213,554.8946428,2633.528736,4328.15069
Italy,ITA,1995,9086.315019,3142.703533,2098.997869,11261.78576,521.4419265,16157.52852,6031.808119,838.6639998,3456.014815,1743.850054,6427.615391,8422.679775,2297.937347,86.69125124,465.7104378,867.1991792,16771.85453,682.4903446,1790.292304,3233.729686,34494.40152,3818.80729,1367.163797,6155.419715,537.3511653,2704.982446,4501.623951
Italy,ITA,1996,9335.789294,3220.115486,2075.437804,11440.57213,528.6655406,15865.76492,6133.341634,948.6794411,3499.001317,1749.530729,6780.982794,8695.870428,2326.477311,83.2724775,482.8136367,873.2363063,17143.00741,705.4798612,1811.194444,3246.601185,34871.30194,3885.103338,1406.288556,6223.925832,514.7250967,2766.16687,4670.619284
Italy,ITA,1997,9381.224079,3241.627202,1997.301159,11556.22943,531.4618858,15417.89607,6172.956161,1008.425483,3532.733454,1736.164202,6941.93084,8871.090228,2242.052976,81.33097588,485.5653705,833.5205942,17232.45801,714.5499238,1768.257091,3237.824109,34724.74537,3908.428577,1438.559428,6304.944657,494.5980032,2818.271837,4803.008211
Italy,ITA,1998,9447.218557,3290.195505,1957.813897,11719.56787,545.3550845,15057.36957,6177.089286,1058.538178,3553.135809,1733.08867,7151.09861,9047.785362,2213.434504,82.13194077,492.2082569,831.3625534,17477.68649,716.8519569,1770.94512,3249.268086,35030.80989,3957.218097,1465.992048,6383.966788,479.0789471,2865.546507,5000.632635
Italy,ITA,1999,9571.991145,3296.246771,1916.292378,11779.52233,549.2943125,14497.68228,6226.875416,1070.012757,3539.105229,1692.869684,7284.149111,9278.343142,2219.511305,80.53473599,490.6922569,826.2388566,17549.50333,719.7897124,1770.018982,3269.758648,35087.3651,3962.456206,1474.57399,6463.842921,478.3482383,2878.489595,5356.329256
Italy,ITA,2000,9626.793603,3348.310354,1868.377904,11838.13643,562.427041,14115.02242,6265.191684,1082.82371,3549.14935,1652.999845,7439.155037,9494.27343,2193.086752,80.48281631,493.1710764,825.373327,17725.78967,737.3065536,1756.110591,3300.618263,34965.81474,3934.3074,1485.664115,6492.357215,470.8839611,2895.50851,5540.033663
Italy,ITA,2001,9499.872152,3414.348186,1791.969706,11853.49529,570.1735889,13734.17352,6299.461854,1087.666698,3598.856333,1618.446531,7630.583543,9685.715488,2098.083406,80.08443949,492.3153023,800.952545,17849.75721,755.0738325,1733.871347,3341.871584,34412.09092,3907.268661,1490.335046,6582.761132,457.3800859,2938.200688,5423.219969
Italy,ITA,2002,9517.638176,3451.991033,1775.085064,11911.80218,578.8233009,13457.00588,6311.655129,1084.43218,3613.979238,1579.9619,7793.125055,9884.092106,2091.853626,78.82466083,490.6262946,794.7445893,18122.27719,759.5404561,1731.889905,3426.091668,34329.43047,3896.97173,1470.348261,6694.22898,460.7082767,2975.73532,5518.865111
Italy,ITA,2003,9689.193209,3564.16546,1799.748336,12188.01333,605.8600532,13331.53279,6365.485623,1100.483609,3677.043923,1573.66113,8044.238018,10258.00878,2138.351198,77.21997565,496.5861234,797.9547831,18613.70889,766.7031549,1723.363791,3474.982593,34908.53511,3950.045558,1409.29263,6845.448748,467.3002532,3040.522189,5865.686264
Italy,ITA,2004,9833.969476,3622.646103,1766.575413,12046.44008,604.7330592,12740.86798,6435.468619,1060.875892,3675.783988,1526.467886,7897.176436,10357.26068,2133.536717,77.63613916,493.0206102,838.7444854,18515.7704,772.55699,1793.773023,3548.012374,33899.13549,3930.939546,1503.779659,6912.091075,464.2800522,3062.291129,5895.387785
Italy,ITA,2005,10026.14684,3758.710282,1774.386382,12269.17397,628.4707094,12772.0184,6601.828095,1086.534751,3722.519808,1516.166967,8089.132999,10629.93025,2136.34672,78.99030227,500.9042413,870.9819398,19040.68311,795.5318427,1851.417855,3664.89031,33874.07014,3992.916103,1581.447881,7119.227212,464.8182959,3145.440432,6055.174702
Italy,ITA,2006,10261.12529,3958.673689,1811.167631,12584.74041,654.3764151,12759.82139,6859.302214,1145.486162,3769.550268,1505.100047,8289.656646,10985.94183,2167.066099,80.30161333,511.084692,913.2861296,19693.87161,809.2033806,1943.460025,3791.104691,34576.53506,4026.842708,1667.226057,7355.912844,466.1834389,3227.062483,6234.148671
Italy,ITA,2007,10327.85033,4076.566545,1814.837069,12759.93585,671.0587848,12779.16344,7051.185829,1185.935159,3805.26572,1511.812288,8425.670127,11230.03463,2155.028245,82.55221422,520.5437624,930.7637413,20079.15405,832.822948,1977.182314,3859.351351,34910.09733,4057.508199,1723.724821,7640.910752,463.8866542,3281.541541,6439.313631
Italy,ITA,2008,10352.0346,4160.982186,1795.93467,12871.54203,680.6074702,12770.98923,7197.392786,1225.742772,3837.380191,1494.114458,8477.326767,11427.61839,2146.978247,82.23008875,519.3212894,925.805228,20281.93748,849.7458734,1982.882561,3905.193766,35154.04726,4061.902715,1758.842943,7500.058485,460.6735878,3337.329269,6618.915759
Italy,ITA,2009,10568.97709,4220.050091,1817.576495,13003.96336,685.0955596,12896.58349,7329.46017,1263.983314,3869.363956,1497.953315,8592.106464,11663.79963,2189.717257,82.88558043,529.293714,934.3759301,20521.22371,877.475701,2001.13759,3969.417983,35837.61626,4117.077002,1813.816927,7537.587016,469.2324616,3375.097472,6852.935909
Italy,ITA,2010,10464.28773,4221.747558,1788.526498,12913.50187,670.3651407,12814.30417,7407.429753,1312.726927,3864.480178,1520.236453,8789.205233,11750.87228,2192.747288,82.16479438,542.2079625,927.0785358,20574.55513,907.8064237,1977.566134,3939.946304,36026.51043,4121.653886,1848.428967,7557.731944,455.5018772,3393.655744,7244.231001
Italy,ITA,2011,10462.44985,4217.673536,1754.417878,12938.71326,665.7896472,12821.11204,7468.207855,1343.406903,3871.857766,1536.248921,8955.635747,11844.2438,2183.569334,82.22855111,552.2210019,930.3990309,20663.57114,942.3923789,1968.799043,3935.383329,35890.98143,4145.113612,1882.797365,7602.16949,448.3201644,3426.523522,7467.747856
Italy,ITA,2012,10480.231,4233.522561,1728.269655,13023.37444,669.6203365,12832.86544,7556.213019,1362.749507,3894.112045,1545.195987,9109.807828,11934.22158,2193.953472,82.14450267,557.810116,930.7130466,20809.96109,971.0898703,1969.320399,3963.903876,35804.6052,4175.561294,1912.594318,7670.118194,447.3533585,3476.982209,7609.353693
Italy,ITA,2013,10458.89519,4251.101893,1683.759896,12975.48741,665.8921769,12730.89044,7646.617362,1332.258433,3919.689561,1525.759207,9290.950375,11969.04755,2201.168623,79.62282544,545.1460259,927.9897864,20690.68796,965.1108181,1978.717669,3940.456691,35226.38122,4159.42178,1904.718533,7638.734613,434.9856805,3498.658936,7483.421829
Italy,ITA,2014,10542.60452,4308.650441,1688.806008,13095.58788,672.2867582,12922.28785,7799.464552,1332.562066,3958.331054,1531.798494,9573.484778,12117.3668,2239.115883,80.29851804,549.0101445,933.238939,20976.79778,983.1493459,2005.538193,3976.239188,35572.83228,4217.831312,1925.919303,7710.695631,434.8140919,3557.344294,7520.600176
Italy,ITA,2015,10641.92359,4372.400517,1698.614432,13218.65731,679.3188295,13124.29667,7958.414449,1334.836576,3994.216575,1537.611442,9870.362357,12277.32725,2280.818108,80.92469216,554.3084936,939.8519504,21299.02189,1003.904879,2034.197037,4015.756982,35990.86228,4279.219847,1949.840942,7789.072483,434.5172797,3620.328279,7572.663217
Italy,ITA,2016,10750.10631,4439.601188,1711.604284,13338.21478,686.4940072,13336.76874,8124.24708,1336.974604,4033.240745,1543.534867,10178.68119,12445.52019,2322.925572,81.05564015,560.2279307,947.2527074,21634.40619,1026.920915,2063.422196,4056.600586,36449.83236,4340.882584,1974.592902,7870.87947,434.8993839,3687.335863,7630.781436
Jamaica,JAM,1990,98.94123731,43.43163009,21.4686268,194.8272896,9.181552524,278.8779532,50.16832901,32.97743297,46.59066364,183.1712593,285.1229323,70.74258587,60.61509111,1.171143281,4.337034371,13.91719948,209.8378844,8.438023138,28.06081043,34.6497117,272.7488709,51.12143506,8.74657515,87.38226117,5.189188092,29.91946256,121.5662076
Jamaica,JAM,1991,99.22790289,42.79494332,22.12067175,198.0718031,9.283149983,277.1282044,50.05899867,33.91549998,47.12761306,184.2439864,297.0880141,72.42828301,59.89470936,1.173452293,4.404225865,13.7059013,213.8867321,8.569692661,27.79497431,34.83276291,281.5503898,50.61295456,8.835955011,88.80136058,5.156078032,30.24809646,123.0429229
Jamaica,JAM,1992,100.4993698,41.98483088,23.13917823,204.6734862,9.522769585,280.4131748,51.35970235,35.54228515,48.09457126,186.7635759,313.3447379,74.9040741,61.41132348,1.202386116,4.652617171,13.88544083,222.5531605,8.851028128,28.28456819,35.39580613,294.417672,50.61151763,9.133162342,92.04117505,5.215490793,30.95853891,126.3437379
Jamaica,JAM,1993,101.4553257,40.65250014,24.30955726,212.0482013,9.745652367,280.7545653,52.249299,37.42715215,49.05183241,189.2324264,332.6743909,77.38544273,62.6314734,1.229364823,4.973837724,13.98906174,230.9043842,9.130967937,28.58277258,36.06654864,308.116735,50.15199594,9.413871491,96.15971659,5.267181532,31.59538072,129.8836888
Jamaica,JAM,1994,102.3623958,38.74146566,25.75190883,221.1063899,10.00060248,280.4971897,52.98017846,39.91478462,50.18306722,192.1407563,357.67131,80.13678745,63.88189873,1.263163857,5.413670063,14.03242603,240.4004019,9.468090784,28.78350778,36.8478192,325.4061012,49.35411876,9.716925799,101.6682573,5.342115035,32.17072109,134.2120745
Jamaica,JAM,1995,103.3064643,36.27396482,27.5124201,232.2192192,10.27861705,278.754761,53.52613729,43.16251402,51.52734373,195.4346061,389.8154529,83.22712831,65.16635151,1.304159275,6.012231622,13.99929762,251.3495199,9.850557597,28.88809059,37.7755715,345.892667,48.23720503,10.0588212,108.9741003,5.425966213,32.65774313,139.479023
Jamaica,JAM,1996,104.4768315,33.50299562,29.40048008,245.625108,10.62715344,275.7015544,53.76422079,47.44333239,53.12100824,199.3349254,429.010765,86.62003006,66.52870074,1.360555898,6.790673015,13.89085435,263.5448547,10.27002306,28.82982813,38.90646757,363.8145764,46.82179576,10.40350677,117.8799211,5.549747453,33.05549747,145.6906187
Jamaica,JAM,1997,105.5689259,30.80586839,31.41257148,259.4880007,10.94005036,271.3502693,53.72555747,52.03777171,54.73827171,202.8155253,473.5092003,89.96537437,67.79299871,1.422872568,7.706301495,13.74653771,275.4568747,10.7030843,28.71427586,40.09400756,382.8675833,45.24236458,10.75904416,128.1385367,5.665869438,33.31971343,152.3387028
Jamaica,JAM,1998,106.265995,28.55924307,33.33404658,269.9252028,11.12397995,264.9256838,53.32077883,55.45947337,55.82179337,204.3549529,518.4904806,92.27713532,68.67291551,1.490228384,8.621220571,13.58570232,283.9374154,11.05806359,28.51080244,41.07941079,399.3647681,43.54244337,11.06136175,137.9094476,5.833433729,33.2761784,158.3042547
Jamaica,JAM,1999,106.9675421,27.79778687,35.00854733,275.8510951,11.31108012,261.9200555,53.39842824,56.94671934,56.73104627,204.3085785,550.8395049,93.78745926,69.29693657,1.582489663,9.318121728,13.60620747,290.2177125,11.39752668,28.58790382,42.01684232,412.7655798,42.61352923,11.31293613,144.641932,5.992367685,34.14219434,163.1601777
Jamaica,JAM,2000,109.641523,27.74222358,36.24277609,289.0515952,11.78377604,265.993817,54.54828626,60.54307333,58.19457304,208.6974178,575.9343349,97.28583164,70.90991228,1.634017256,9.818189426,13.74057055,302.0705434,11.72253409,28.57776731,43.11669667,423.1415389,42.94999819,11.6147347,150.847111,5.977808088,34.70257548,167.8135003
Jamaica,JAM,2001,108.0565315,27.82065928,36.98697068,298.7732866,12.16014338,265.8606669,55.26571229,64.18431105,60.32121008,212.5736476,591.476436,98.68330571,70.27665666,1.64929214,10.50127832,14.11328587,312.6561157,12.17966865,30.06753212,44.42765377,425.4898129,43.08479563,11.74737081,156.500108,6.2969791,38.31253505,172.0135137
Jamaica,JAM,2002,109.0139412,27.82741427,36.80800858,301.919651,12.57032243,265.6478703,54.62496443,65.39072627,62.14796511,210.3649346,610.8421509,98.97420493,69.15145751,1.80389545,11.04125976,14.17696956,319.9530265,12.94943224,31.04573617,45.30711505,424.4892871,42.73166087,12.34299007,160.8757508,6.384155608,45.29901435,177.7951669
